interview,participant,employee_id,participant_status,is_test,started_at,completed_at,consented_at,thread,turn_index,question_source,anchor_question,question_asked,question_type,answer_text,answer_options,is_skipped,is_voice,time_spent_seconds,created_at,extracted_quotes,assignment_id
The office 2,,faa763bd-f0f9-4832-b1fd-c5f71b504342,completed,False,2026-06-24 21:29:48.145+00,2026-06-24 21:35:49.192+00,2026-06-24 21:29:38.262+00,3,2,ai_followup,Walk me through a piece of work from the last month that felt really yours.,What's felt most disorienting so far?,text,"I got pulled into something I didn't really ask to be a part of — I'd rather not get into specifics — and it made me feel kind of uncomfortable. Like, I'm the new guy, what am I supposed to do in that situation? I just kind of went along with it and I'm not sure that was the right call.",,False,False,20,2026-06-24 21:33:51.516879+00,"I'm the new guy, what am I supposed to do in that situation? I just kind of went along with it and I'm not sure that was the right call.",d15f12a9-af93-4e02-83a0-01ac4c8bf12e
The office 2,,faa763bd-f0f9-4832-b1fd-c5f71b504342,completed,False,2026-06-24 21:29:48.145+00,2026-06-24 21:35:49.192+00,2026-06-24 21:29:38.262+00,3,3,ai_followup,Walk me through a piece of work from the last month that felt really yours.,"When you're second-guessing it now, what does 'the right call' look like to you?",text,"Probably just... not playing along. Or at least saying something to the person who was on the receiving end of it. I didn't do either of those things. I kind of froze up. It's day one, I'm still figuring out the chain of command here.",,False,False,25,2026-06-24 21:34:16.749182+00,,d15f12a9-af93-4e02-83a0-01ac4c8bf12e
The office 2,,faa763bd-f0f9-4832-b1fd-c5f71b504342,completed,False,2026-06-24 21:29:48.145+00,2026-06-24 21:35:49.192+00,2026-06-24 21:29:38.262+00,4,1,ai_followup,When was the last time your manager said or did something that genuinely helped?,"Your manager, how much have you actually been able to read them so far?",text,"More than I expected to in one day, honestly. He made a bunch of impressions when I walked in. He really wants people to think he's funny. I think he wants to be liked a lot. That's about as far as I've gotten.",,False,False,21,2026-06-24 21:34:38.273622+00,,d15f12a9-af93-4e02-83a0-01ac4c8bf12e
The office 2,,faa763bd-f0f9-4832-b1fd-c5f71b504342,completed,False,2026-06-24 21:29:48.145+00,2026-06-24 21:35:49.192+00,2026-06-24 21:29:38.262+00,4,2,ai_followup,When was the last time your manager said or did something that genuinely helped?,Did that change how easy it was to know what to do in that moment?,text,"Yeah, it did. You can tell pretty quickly when someone needs the validation, and it makes it harder to be the one who steps out of line. I didn't want to be the new guy who tanks the vibe on day one. So I went along with it. Which, again, I'm not proud of.",,False,False,25,2026-06-24 21:35:03.640536+00,"I didn't want to be the new guy who tanks the vibe on day one. So I went along with it. Which, again, I'm not proud of.",d15f12a9-af93-4e02-83a0-01ac4c8bf12e
The office 2,,faa763bd-f0f9-4832-b1fd-c5f71b504342,completed,False,2026-06-24 21:29:48.145+00,2026-06-24 21:35:49.192+00,2026-06-24 21:29:38.262+00,4,3,ai_followup,When was the last time your manager said or did something that genuinely helped?,Anything else on your mind you haven't had a chance to say?,text,Not really. I think I just need to see how tomorrow goes and whether any of this is going to be a regular thing. It's a lot to take in for a first day. I've temped a few places and this is... different.,,False,False,20,2026-06-24 21:35:24.285083+00,I've temped a few places and this is... different.,d15f12a9-af93-4e02-83a0-01ac4c8bf12e
The office 2,,234d1f46-3327-47f3-8c7c-543cf7677d2b,completed,False,2026-06-24 21:29:58.874+00,2026-06-24 21:35:08.961+00,2026-06-24 21:29:44.813+00,0,0,base,How's work been this week?,How's work been this week?,mood,Not great,,False,False,31,2026-06-24 21:29:59.076641+00,,02615fad-063f-4888-aac1-e14b4f80fcb0
The office 2,,234d1f46-3327-47f3-8c7c-543cf7677d2b,completed,False,2026-06-24 21:29:58.874+00,2026-06-24 21:35:08.961+00,2026-06-24 21:29:44.813+00,1,0,base,Got it. Is there anything that could make things better right now?,Got it. Is there anything that could make things better right now?,text,"There are some significant decisions on the table right now that affect a lot of people, and it's not easy to be the one carrying that information. I'm doing my job and I'm doing it professionally, but that doesn't mean it's weightless.",,False,False,13,2026-06-24 21:30:12.327554+00,"I'm doing my job and I'm doing it professionally, but that doesn't mean it's weightless.",02615fad-063f-4888-aac1-e14b4f80fcb0
The office 2,,234d1f46-3327-47f3-8c7c-543cf7677d2b,completed,False,2026-06-24 21:29:58.874+00,2026-06-24 21:35:08.961+00,2026-06-24 21:29:44.813+00,1,1,ai_followup,Got it. Is there anything that could make things better right now?,How are you holding up with it?,text,"I'm managing. That's what you do in this role. You compartmentalize, you stay focused on the outcome, and you trust that the process, however uncomfortable, is the right one.",,False,False,24,2026-06-24 21:30:36.861143+00,,02615fad-063f-4888-aac1-e14b4f80fcb0
The office 2,,234d1f46-3327-47f3-8c7c-543cf7677d2b,completed,False,2026-06-24 21:29:58.874+00,2026-06-24 21:35:08.961+00,2026-06-24 21:29:44.813+00,1,2,ai_followup,Got it. Is there anything that could make things better right now?,Is there anything making it easier right now?,text,"Honestly, having a clear directive helps. I know what I need to do and why. The ambiguity is harder to sit with than the task itself.",,False,False,48,2026-06-24 21:31:25.158341+00,The ambiguity is harder to sit with than the task itself.,02615fad-063f-4888-aac1-e14b4f80fcb0
The office 2,,234d1f46-3327-47f3-8c7c-543cf7677d2b,completed,False,2026-06-24 21:29:58.874+00,2026-06-24 21:35:08.961+00,2026-06-24 21:29:44.813+00,1,3,ai_followup,Got it. Is there anything that could make things better right now?,Makes sense. What does a good day look like for you right now?,text,"Yes. When the board gives me a clear mandate, I can execute. That's the part I'm good at. It's the gray areas that drain you.",,False,False,19,2026-06-24 21:31:45.479819+00,It's the gray areas that drain you.,02615fad-063f-4888-aac1-e14b4f80fcb0
The office 2,,234d1f46-3327-47f3-8c7c-543cf7677d2b,completed,False,2026-06-24 21:29:58.874+00,2026-06-24 21:35:08.961+00,2026-06-24 21:29:44.813+00,3,1,ai_followup,Walk me through a piece of work from the last month that felt really yours.,"Beyond this week, what part of the work genuinely engages you?",text,"The strategic side, honestly. Evaluating what's working across the branches, making recommendations that actually shape the direction of the company. When the analysis is solid and the decision is sound, that's genuinely satisfying work.",,False,False,46,2026-06-24 21:32:32.833692+00,"When the analysis is solid and the decision is sound, that's genuinely satisfying work.",02615fad-063f-4888-aac1-e14b4f80fcb0
The office 2,,234d1f46-3327-47f3-8c7c-543cf7677d2b,completed,False,2026-06-24 21:29:58.874+00,2026-06-24 21:35:08.961+00,2026-06-24 21:29:44.813+00,3,2,ai_followup,Walk me through a piece of work from the last month that felt really yours.,When did you last feel that click into place?,text,"A few months ago, actually. We completed a branch performance review and the data pointed clearly in one direction. The recommendation I brought to the board was airtight and they acted on it. That kind of clarity doesn't happen as often as you'd like.",,False,False,45,2026-06-24 21:33:18.453726+00,,02615fad-063f-4888-aac1-e14b4f80fcb0
The office 2,,234d1f46-3327-47f3-8c7c-543cf7677d2b,completed,False,2026-06-24 21:29:58.874+00,2026-06-24 21:35:08.961+00,2026-06-24 21:29:44.813+00,3,3,ai_followup,Walk me through a piece of work from the last month that felt really yours.,What gets in the way of that happening more often?,text,,,True,False,12,2026-06-24 21:33:30.892919+00,,02615fad-063f-4888-aac1-e14b4f80fcb0
The office 2,,234d1f46-3327-47f3-8c7c-543cf7677d2b,completed,False,2026-06-24 21:29:58.874+00,2026-06-24 21:35:08.961+00,2026-06-24 21:29:44.813+00,4,1,ai_followup,When was the last time your manager said or did something that genuinely helped?,"Thinking about who you report to, how present are they when you're navigating the harder stretches?",text,"The board is accessible when I need them, but they give me the latitude to do my job. I don't need hand-holding, and frankly I wouldn't want it. What I need is for decisions to get made when I escalate them, and that generally happens.",,False,False,53,2026-06-24 21:34:24.319503+00,"I don't need hand-holding, and frankly I wouldn't want it.",02615fad-063f-4888-aac1-e14b4f80fcb0
The office 2,,234d1f46-3327-47f3-8c7c-543cf7677d2b,completed,False,2026-06-24 21:29:58.874+00,2026-06-24 21:35:08.961+00,2026-06-24 21:29:44.813+00,4,2,ai_followup,When was the last time your manager said or did something that genuinely helped?,Has there been a moment when a decision didn't come back fast enough?,text,,,True,False,11,2026-06-24 21:34:35.458084+00,,02615fad-063f-4888-aac1-e14b4f80fcb0
The office 2,,234d1f46-3327-47f3-8c7c-543cf7677d2b,completed,False,2026-06-24 21:29:58.874+00,2026-06-24 21:35:08.961+00,2026-06-24 21:29:44.813+00,4,3,ai_followup,When was the last time your manager said or did something that genuinely helped?,Anything on your mind that we didn't get to?,text,,,True,False,11,2026-06-24 21:34:46.66133+00,,02615fad-063f-4888-aac1-e14b4f80fcb0
The office 2,,11cb2d42-6a16-444f-856d-b6a59d14e6d9,completed,False,2026-06-24 21:33:01.42+00,2026-06-24 21:37:16.221+00,2026-06-24 21:32:48.499+00,0,0,base,How's work been this week?,How's work been this week?,mood,Not great,,False,False,25,2026-06-24 21:33:01.554751+00,,bba2f2aa-4562-4c50-b7a7-35a319de964d
The office 2,,11cb2d42-6a16-444f-856d-b6a59d14e6d9,completed,False,2026-06-24 21:33:01.42+00,2026-06-24 21:37:16.221+00,2026-06-24 21:32:48.499+00,1,0,base,Got it. Is there anything that could make things better right now?,Got it. Is there anything that could make things better right now?,text,The whole downsizing situation. Michael stood up there making promises he clearly can't keep. Nobody could actually confirm our jobs are safe. I've got a mortgage. That weighs on you.,,False,False,11,2026-06-24 21:33:13.161901+00,Nobody could actually confirm our jobs are safe. I've got a mortgage. That weighs on you.,bba2f2aa-4562-4c50-b7a7-35a319de964d
The office 2,,11cb2d42-6a16-444f-856d-b6a59d14e6d9,completed,False,2026-06-24 21:33:01.42+00,2026-06-24 21:37:16.221+00,2026-06-24 21:32:48.499+00,1,1,ai_followup,Got it. Is there anything that could make things better right now?,How are you holding up day to day with that hanging over you?,text,"When you've got a family depending on you, ""don't worry about it"" isn't an answer. I asked Michael directly if our jobs were safe. He smiled and said yes. That's not a guarantee. That's Michael.",,False,False,17,2026-06-24 21:33:30.348207+00,,bba2f2aa-4562-4c50-b7a7-35a319de964d
The office 2,,11cb2d42-6a16-444f-856d-b6a59d14e6d9,completed,False,2026-06-24 21:33:01.42+00,2026-06-24 21:37:16.221+00,2026-06-24 21:32:48.499+00,1,2,ai_followup,Got it. Is there anything that could make things better right now?,What's keeping you going through it?,text,"No, it is not. I've been here long enough to know the difference between someone who has information and someone who is just filling the silence. Michael was filling the silence.",,False,False,18,2026-06-24 21:33:49.361943+00,Michael was filling the silence.,bba2f2aa-4562-4c50-b7a7-35a319de964d
The office 2,,11cb2d42-6a16-444f-856d-b6a59d14e6d9,completed,False,2026-06-24 21:33:01.42+00,2026-06-24 21:37:16.221+00,2026-06-24 21:32:48.499+00,1,3,ai_followup,Got it. Is there anything that could make things better right now?,That's a lot to carry into a workweek.,text,,,True,False,14,2026-06-24 21:34:03.202859+00,,bba2f2aa-4562-4c50-b7a7-35a319de964d
The office 2,,11cb2d42-6a16-444f-856d-b6a59d14e6d9,completed,False,2026-06-24 21:33:01.42+00,2026-06-24 21:37:16.221+00,2026-06-24 21:32:48.499+00,3,1,ai_followup,Walk me through a piece of work from the last month that felt really yours.,"Amid all that noise, does the work itself still feel worth doing?",text,"I sell paper. It pays my bills. That's what makes it worth doing. The noise doesn't help, but I show up, I do my job, and I go home. That's the deal.",,False,False,17,2026-06-24 21:34:20.853888+00,I sell paper. It pays my bills. That's what makes it worth doing.,bba2f2aa-4562-4c50-b7a7-35a319de964d
The office 2,,11cb2d42-6a16-444f-856d-b6a59d14e6d9,completed,False,2026-06-24 21:33:01.42+00,2026-06-24 21:37:16.221+00,2026-06-24 21:32:48.499+00,3,2,ai_followup,Walk me through a piece of work from the last month that felt really yours.,What does a good day at work actually look like for you?,text,"Phones get answered, orders go through, nobody calls a pointless meeting, and I leave at five. That's a good day.",,False,False,18,2026-06-24 21:34:38.849849+00,"Phones get answered, orders go through, nobody calls a pointless meeting, and I leave at five. That's a good day.",bba2f2aa-4562-4c50-b7a7-35a319de964d
The office 2,,11cb2d42-6a16-444f-856d-b6a59d14e6d9,completed,False,2026-06-24 21:33:01.42+00,2026-06-24 21:37:16.221+00,2026-06-24 21:32:48.499+00,3,3,ai_followup,Walk me through a piece of work from the last month that felt really yours.,Is there any part of the job you're actually good at and know it?,text,,,True,False,20,2026-06-24 21:34:59.448078+00,,bba2f2aa-4562-4c50-b7a7-35a319de964d
The office 2,,11cb2d42-6a16-444f-856d-b6a59d14e6d9,completed,False,2026-06-24 21:33:01.42+00,2026-06-24 21:37:16.221+00,2026-06-24 21:32:48.499+00,4,1,ai_followup,When was the last time your manager said or did something that genuinely helped?,When was the last time your manager said or did something that genuinely helped?,text,,,True,False,12,2026-06-24 21:35:11.675377+00,,bba2f2aa-4562-4c50-b7a7-35a319de964d
The office 2,,11cb2d42-6a16-444f-856d-b6a59d14e6d9,completed,False,2026-06-24 21:33:01.42+00,2026-06-24 21:37:16.221+00,2026-06-24 21:32:48.499+00,4,2,ai_followup,When was the last time your manager said or did something that genuinely helped?,Does Michael ever get in the way of that?,text,"Every day. The man cannot let a Tuesday just be a Tuesday. There's always something. A meeting, an announcement, a game. All I want to do is work my territory and go home.",,False,False,18,2026-06-24 21:35:30.604332+00,The man cannot let a Tuesday just be a Tuesday.,bba2f2aa-4562-4c50-b7a7-35a319de964d
The office 2,,11cb2d42-6a16-444f-856d-b6a59d14e6d9,completed,False,2026-06-24 21:33:01.42+00,2026-06-24 21:37:16.221+00,2026-06-24 21:32:48.499+00,4,3,ai_followup,When was the last time your manager said or did something that genuinely helped?,Anything else on your mind that we didn't get to?,text,Just that somebody up at corporate should send a clear memo. Not Michael's version of things. A straight answer about whether this branch is staying open. That's all I need.,,False,False,54,2026-06-24 21:36:24.629612+00,,bba2f2aa-4562-4c50-b7a7-35a319de964d
The office 2,,1746a8a4-845f-41c1-bd7c-c476287ec2fe,completed,False,2026-06-24 21:36:00.596+00,2026-06-24 21:39:38.825+00,2026-06-24 21:35:48.369+00,0,0,base,How's work been this week?,How's work been this week?,mood,Not great,,False,False,31,2026-06-24 21:36:00.790596+00,,8190f7a0-7da7-4bfb-9c21-9c2aef552ac1
The office 2,,1746a8a4-845f-41c1-bd7c-c476287ec2fe,completed,False,2026-06-24 21:36:00.596+00,2026-06-24 21:39:38.825+00,2026-06-24 21:35:48.369+00,1,0,base,Got it. Is there anything that could make things better right now?,Got it. Is there anything that could make things better right now?,text,"Honestly, the uncertainty about the potential downsizing. I asked Michael directly if our jobs were safe, and his answer wasn't exactly reassuring. It's hard to focus on the day-to-day work when you don't know if this branch is even going to exist in a few months.",,False,False,12,2026-06-24 21:36:12.84723+00,,8190f7a0-7da7-4bfb-9c21-9c2aef552ac1
The office 2,,1746a8a4-845f-41c1-bd7c-c476287ec2fe,completed,False,2026-06-24 21:36:00.596+00,2026-06-24 21:39:38.825+00,2026-06-24 21:35:48.369+00,1,1,ai_followup,Got it. Is there anything that could make things better right now?,"Has anything this week felt solid, even a little?",text,"The actual work itself is fine — the numbers don't lie, and that part I can control. It's everything around it that feels uncertain right now.",,False,False,33,2026-06-24 21:36:46.064852+00,"The actual work itself is fine — the numbers don't lie, and that part I can control.",8190f7a0-7da7-4bfb-9c21-9c2aef552ac1
The office 2,,1746a8a4-845f-41c1-bd7c-c476287ec2fe,completed,False,2026-06-24 21:36:00.596+00,2026-06-24 21:39:38.825+00,2026-06-24 21:35:48.369+00,1,2,ai_followup,Got it. Is there anything that could make things better right now?,Makes sense to lean on what you can control.,text,Pretty much. The accounts receivable isn't going to reorganize itself based on corporate's mood.,,False,False,25,2026-06-24 21:37:11.409099+00,The accounts receivable isn't going to reorganize itself based on corporate's mood.,8190f7a0-7da7-4bfb-9c21-9c2aef552ac1
The office 2,,1746a8a4-845f-41c1-bd7c-c476287ec2fe,completed,False,2026-06-24 21:36:00.596+00,2026-06-24 21:39:38.825+00,2026-06-24 21:35:48.369+00,1,3,ai_followup,Got it. Is there anything that could make things better right now?,"Before we dig in properly, how long have you been in this role?",text,"I've been here several years. Long enough to know how things work around here, which is part of why this whole situation is concerning to me.",,False,False,19,2026-06-24 21:37:30.317804+00,,8190f7a0-7da7-4bfb-9c21-9c2aef552ac1
The office 2,,1746a8a4-845f-41c1-bd7c-c476287ec2fe,completed,False,2026-06-24 21:36:00.596+00,2026-06-24 21:39:38.825+00,2026-06-24 21:35:48.369+00,3,1,ai_followup,Walk me through a piece of work from the last month that felt really yours.,What part of the work still feels worth doing well?,text,"I know when management is being evasive, and today was a pretty clear example of that.",,False,False,19,2026-06-24 21:37:49.934996+00,"I know when management is being evasive, and today was a pretty clear example of that.",8190f7a0-7da7-4bfb-9c21-9c2aef552ac1
The office 2,,1746a8a4-845f-41c1-bd7c-c476287ec2fe,completed,False,2026-06-24 21:36:00.596+00,2026-06-24 21:39:38.825+00,2026-06-24 21:35:48.369+00,3,2,ai_followup,Walk me through a piece of work from the last month that felt really yours.,"Even so, last time you left work feeling like you'd done something well, what was it?",text,,,True,False,14,2026-06-24 21:38:04.673298+00,,8190f7a0-7da7-4bfb-9c21-9c2aef552ac1
The office 2,,1746a8a4-845f-41c1-bd7c-c476287ec2fe,completed,False,2026-06-24 21:36:00.596+00,2026-06-24 21:39:38.825+00,2026-06-24 21:35:48.369+00,3,3,ai_followup,Walk me through a piece of work from the last month that felt really yours.,Anything you'd want leadership to actually hear right now?,text,"Just be straight with us. We're adults. If this branch is at risk, say so — don't give us vague reassurances that clearly aren't backed up by anything. People can handle bad news better than they can handle being kept in the dark.",,False,False,21,2026-06-24 21:38:25.708721+00,People can handle bad news better than they can handle being kept in the dark.,8190f7a0-7da7-4bfb-9c21-9c2aef552ac1
The office 2,,1746a8a4-845f-41c1-bd7c-c476287ec2fe,completed,False,2026-06-24 21:36:00.596+00,2026-06-24 21:39:38.825+00,2026-06-24 21:35:48.369+00,4,1,ai_followup,When was the last time your manager said or did something that genuinely helped?,"How would you describe your relationship with Michael day-to-day, outside of this situation?",text,"Michael means well, I think. But day-to-day, it's a lot of managing around him rather than working with him. He's friendly, just not always... effective. You learn to calibrate your expectations.",,False,False,20,2026-06-24 21:38:46.371581+00,it's a lot of managing around him rather than working with him,8190f7a0-7da7-4bfb-9c21-9c2aef552ac1
The office 2,,1746a8a4-845f-41c1-bd7c-c476287ec2fe,completed,False,2026-06-24 21:36:00.596+00,2026-06-24 21:39:38.825+00,2026-06-24 21:35:48.369+00,4,2,ai_followup,When was the last time your manager said or did something that genuinely helped?,"When did you last have to do that, route around Michael to get something done?",text,,,True,False,14,2026-06-24 21:39:00.622355+00,,8190f7a0-7da7-4bfb-9c21-9c2aef552ac1
The office 2,,1746a8a4-845f-41c1-bd7c-c476287ec2fe,completed,False,2026-06-24 21:36:00.596+00,2026-06-24 21:39:38.825+00,2026-06-24 21:35:48.369+00,4,3,ai_followup,When was the last time your manager said or did something that genuinely helped?,Anything else on your mind that we didn't get to?,text,,,True,False,14,2026-06-24 21:39:14.655656+00,,8190f7a0-7da7-4bfb-9c21-9c2aef552ac1
The office 2,,c96d856d-773f-4f63-91ef-17c7b08e6d55,completed,False,2026-06-24 21:36:31.393+00,2026-06-24 21:44:07.405+00,2026-06-24 21:36:22.856+00,0,0,base,How's work been this week?,How's work been this week?,mood,Not great,,False,False,22,2026-06-24 21:36:31.618626+00,,1ce44200-ed64-492c-b80d-fdbac915de9b
The office 2,,c96d856d-773f-4f63-91ef-17c7b08e6d55,completed,False,2026-06-24 21:36:31.393+00,2026-06-24 21:44:07.405+00,2026-06-24 21:36:22.856+00,1,0,base,Got it. Is there anything that could make things better right now?,Got it. Is there anything that could make things better right now?,text,"The announcement about potential downsizing was unsettling. Michael did not handle it well, and there was a great deal of unnecessary drama in that meeting. I prefer to work in a professional environment, and today was not that.",,False,False,9,2026-06-24 21:36:41.5097+00,there was a great deal of unnecessary drama in that meeting,1ce44200-ed64-492c-b80d-fdbac915de9b
The office 2,,c96d856d-773f-4f63-91ef-17c7b08e6d55,completed,False,2026-06-24 21:36:31.393+00,2026-06-24 21:44:07.405+00,2026-06-24 21:36:22.856+00,1,1,ai_followup,Got it. Is there anything that could make things better right now?,How are you feeling now that it's behind you?,text,I returned to my desk and got back to work. That is how I cope. I don't dwell.,,False,False,46,2026-06-24 21:37:27.690056+00,,1ce44200-ed64-492c-b80d-fdbac915de9b
The office 2,,c96d856d-773f-4f63-91ef-17c7b08e6d55,completed,False,2026-06-24 21:36:31.393+00,2026-06-24 21:44:07.405+00,2026-06-24 21:36:22.856+00,1,2,ai_followup,Got it. Is there anything that could make things better right now?,What were you working on when you got back to your desk?,text,Accounts receivable. It doesn't stop just because management decides to have a crisis.,,False,False,47,2026-06-24 21:38:15.534085+00,,1ce44200-ed64-492c-b80d-fdbac915de9b
The office 2,,c96d856d-773f-4f63-91ef-17c7b08e6d55,completed,False,2026-06-24 21:36:31.393+00,2026-06-24 21:44:07.405+00,2026-06-24 21:36:22.856+00,1,3,ai_followup,Got it. Is there anything that could make things better right now?,Does that kind of routine work usually help you reset?,text,"I wouldn't call it ""resetting."" I simply do my job regardless of what is happening around me. That is called professionalism.",,False,False,48,2026-06-24 21:39:03.8304+00,I simply do my job regardless of what is happening around me. That is called professionalism.,1ce44200-ed64-492c-b80d-fdbac915de9b
The office 2,,c96d856d-773f-4f63-91ef-17c7b08e6d55,completed,False,2026-06-24 21:36:31.393+00,2026-06-24 21:44:07.405+00,2026-06-24 21:36:22.856+00,3,1,ai_followup,Walk me through a piece of work from the last month that felt really yours.,"Beyond getting it done, is there work here that genuinely engages you?",text,I find the accounting work genuinely satisfying. Numbers are precise. They don't have feelings or opinions. I appreciate that.,,False,False,46,2026-06-24 21:39:50.453713+00,Numbers are precise. They don't have feelings or opinions. I appreciate that.,1ce44200-ed64-492c-b80d-fdbac915de9b
The office 2,,c96d856d-773f-4f63-91ef-17c7b08e6d55,completed,False,2026-06-24 21:36:31.393+00,2026-06-24 21:44:07.405+00,2026-06-24 21:36:22.856+00,3,2,ai_followup,Walk me through a piece of work from the last month that felt really yours.,What's a recent piece of work that felt particularly satisfying to finish?,text,,,True,False,45,2026-06-24 21:40:35.598603+00,,1ce44200-ed64-492c-b80d-fdbac915de9b
The office 2,,c96d856d-773f-4f63-91ef-17c7b08e6d55,completed,False,2026-06-24 21:36:31.393+00,2026-06-24 21:44:07.405+00,2026-06-24 21:36:22.856+00,3,3,ai_followup,Walk me through a piece of work from the last month that felt really yours.,Is that what drew you to accounting originally?,text,Yes. I have always preferred order. Accounting made sense to me from the start. There is a right answer and a wrong answer. I find that comforting.,,False,False,21,2026-06-24 21:40:57.300419+00,,1ce44200-ed64-492c-b80d-fdbac915de9b
The office 2,,c96d856d-773f-4f63-91ef-17c7b08e6d55,completed,False,2026-06-24 21:36:31.393+00,2026-06-24 21:44:07.405+00,2026-06-24 21:36:22.856+00,4,1,ai_followup,When was the last time your manager said or did something that genuinely helped?,"How does your manager usually handle the messier, less predictable moments at work?",text,"Not well. Michael tends to make things worse by trying to make everyone feel better. Today was a perfect example. A simple, direct announcement would have taken five minutes. Instead it became a production.",,False,False,47,2026-06-24 21:41:45.823966+00,"A simple, direct announcement would have taken five minutes. Instead it became a production.",1ce44200-ed64-492c-b80d-fdbac915de9b
The office 2,,c96d856d-773f-4f63-91ef-17c7b08e6d55,completed,False,2026-06-24 21:36:31.393+00,2026-06-24 21:44:07.405+00,2026-06-24 21:36:22.856+00,4,2,ai_followup,When was the last time your manager said or did something that genuinely helped?,What did Michael actually do that made it a production?,text,He called everyone into the conference room and then spent the whole time reassuring us instead of giving us facts. Dwight argued about his title. People were asking direct questions and not getting direct answers. It was not a good use of anyone's time.,,False,False,46,2026-06-24 21:42:34.570755+00,,1ce44200-ed64-492c-b80d-fdbac915de9b
The office 2,,c96d856d-773f-4f63-91ef-17c7b08e6d55,completed,False,2026-06-24 21:36:31.393+00,2026-06-24 21:44:07.405+00,2026-06-24 21:36:22.856+00,4,3,ai_followup,When was the last time your manager said or did something that genuinely helped?,"Anything else about today, or work in general, that you'd want on the record?",text,"I would like it noted that the accounting department remained productive throughout. Whatever happens with corporate, our books are in order.",,False,False,41,2026-06-24 21:43:15.773698+00,"whatever happens with corporate, our books are in order.",1ce44200-ed64-492c-b80d-fdbac915de9b
The office 2,,5339cb45-f4c2-40ad-a641-c992c1dc4011,completed,False,2026-06-24 21:37:51.874+00,2026-06-24 21:45:55.802+00,2026-06-24 21:37:44.244+00,0,0,base,How's work been this week?,How's work been this week?,mood,Okay,,False,False,17,2026-06-24 21:37:51.995675+00,,048f9e71-f592-461f-9433-164dd7f00e90
The office 2,,5339cb45-f4c2-40ad-a641-c992c1dc4011,completed,False,2026-06-24 21:37:51.874+00,2026-06-24 21:45:55.802+00,2026-06-24 21:37:44.244+00,1,0,base,Got it. Is there anything that could make things better right now?,Got it. Is there anything that could make things better right now?,text,Knowing my job is safe would help. That meeting today made me kind of nervous. Other than that I'm fine.,,False,False,10,2026-06-24 21:38:02.106198+00,,048f9e71-f592-461f-9433-164dd7f00e90
The office 2,,5339cb45-f4c2-40ad-a641-c992c1dc4011,completed,False,2026-06-24 21:37:51.874+00,2026-06-24 21:45:55.802+00,2026-06-24 21:37:44.244+00,1,1,ai_followup,Got it. Is there anything that could make things better right now?,What was it about the meeting that got to you?,text,"They said they might close this branch. Like, our whole office. That's my job. I don't want to lose my job.",,False,False,50,2026-06-24 21:38:51.892383+00,"They said they might close this branch. Like, our whole office. That's my job. I don't want to lose my job.",048f9e71-f592-461f-9433-164dd7f00e90
The office 2,,5339cb45-f4c2-40ad-a641-c992c1dc4011,completed,False,2026-06-24 21:37:51.874+00,2026-06-24 21:45:55.802+00,2026-06-24 21:37:44.244+00,1,2,ai_followup,Got it. Is there anything that could make things better right now?,How long have you been at this branch?,text,"A few years. It's just where I work. I don't really think about it that much, but yeah, I'd like to keep it.",,False,False,49,2026-06-24 21:39:41.206056+00,,048f9e71-f592-461f-9433-164dd7f00e90
The office 2,,5339cb45-f4c2-40ad-a641-c992c1dc4011,completed,False,2026-06-24 21:37:51.874+00,2026-06-24 21:45:55.802+00,2026-06-24 21:37:44.244+00,1,3,ai_followup,Got it. Is there anything that could make things better right now?,"Makes sense. Setting that aside for now, what part of the job do you actually enjoy?",text,Lunch is pretty good. And I like that I know what I'm doing. The numbers make sense to me. It's not stressful. Usually.,,False,False,49,2026-06-24 21:40:30.564762+00,I like that I know what I'm doing. The numbers make sense to me. It's not stressful. Usually.,048f9e71-f592-461f-9433-164dd7f00e90
The office 2,,5339cb45-f4c2-40ad-a641-c992c1dc4011,completed,False,2026-06-24 21:37:51.874+00,2026-06-24 21:45:55.802+00,2026-06-24 21:37:44.244+00,3,1,ai_followup,Walk me through a piece of work from the last month that felt really yours.,What does a day look like when it's going well for you?,text,"Nobody bothering me too much, numbers balance out, good lunch. That's pretty much it. A quiet day is a good day.",,False,False,43,2026-06-24 21:41:14.70234+00,A quiet day is a good day.,048f9e71-f592-461f-9433-164dd7f00e90
The office 2,,5339cb45-f4c2-40ad-a641-c992c1dc4011,completed,False,2026-06-24 21:37:51.874+00,2026-06-24 21:45:55.802+00,2026-06-24 21:37:44.244+00,3,2,ai_followup,Walk me through a piece of work from the last month that felt really yours.,"The numbers making sense, is that something you learned on the job, or did you come in with that?",text,I studied accounting. I've always been good with numbers. It just clicks for me.,,False,False,48,2026-06-24 21:42:03.105897+00,,048f9e71-f592-461f-9433-164dd7f00e90
The office 2,,5339cb45-f4c2-40ad-a641-c992c1dc4011,completed,False,2026-06-24 21:37:51.874+00,2026-06-24 21:45:55.802+00,2026-06-24 21:37:44.244+00,3,3,ai_followup,Walk me through a piece of work from the last month that felt really yours.,Can you think of a day when that clicked especially well?,text,"Sometimes the quarterly reports just come together and everything balances on the first try. That feels good. Not complicated, just satisfying.",,False,False,43,2026-06-24 21:42:47.165662+00,"Sometimes the quarterly reports just come together and everything balances on the first try. That feels good. Not complicated, just satisfying.",048f9e71-f592-461f-9433-164dd7f00e90
